"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-04","6.6","E","6.6",",E","10",",E","5",",E","0",",E","0",",E","0",",E","11",",E","0",",E","0.9",",E,02,","8.4",",,E,14,","28.9",",E,27,","1826.4","E","144.4",",E","33.0",",,,E","13.7",",E","20.1",",,,E","7.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-05","28.5","E","21.9",",E","5",",E","2",",E","0",",E","0",",E","0",",E","18",",E","1",",E","1.6",",E,06,","11.4",",,E,08,","32.3",",E,31,","1929.0","E","102.6",",E","16.9",",,,E","15.7",",E","22.3",",,,E","9.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-06","127.4","E","98.9",",E","10",",E","7",",E","0",",E","0",",E","0",",E","24",",E","9",",E","7.2",",E,21,","17.4",",,E,26,","34.5",",E,24,","1952.0","E","23.0",",E","47.2",",,,E","20.9",",E","27.8",",,,E","13.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-07","387.5","E","260.1",",E","2",",E","2",",E","0",",E","0",",E","0",",E","31",",E","26",",E","13.9",",E,16,","8.2",",,E,02,","37.7",",E,28,","0.0","E","0.0",",E","11.2",",,,E","26.7",",E","34.7",",,,E","18.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-08","608.6","E","221.1",",E","1",",E","0",",E","0",",E","0",",E","0",",E","31",",E","23",",E","13.2",",E,14,","1.0",",,E,08,","37.5",",E,26,","0.0","E","0.0",",E","1.0",",,,E","25.5",",E","33.3",",,,E","17.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-09","686.9","E","78.3",",E","2",",E","2",",E","0",",E","0",",E","0",",E","30",",E","6",",E","6.7",",E,27,","13.4",",,E,01,","34.2",",E,15,","11.4","E","11.4",",E","24.8",",,,E","20.6",",E","27.6",",,,E","13.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-10","689.8","E","2.9",",E","7",",E","4",",E","0",",E","1",",E","0",",E","17",",E","0",",E","-1.0",",E,26,","16.1",",,E,09,","26.4",",E,02,","156.8","E","145.4",",E","35.0",",,,E","13.7",",E","20.8",",,,E","6.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-11","689.8","E","0.0",",E","8",",E","3",",E","0",",E","6",",E","0",",E","3",",E","0",",E","-3.8",",E,28,","4.5",",,E,29,","23.2",",E,04,","456.4","E","299.6",",E","20.0",",,,E","8.4",",E","13.4",",,,E","3.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2010-12","689.8","E","0.0",",E","10",",E","8",",E","0",",E","11",",E","0",",E","0",",E","0",",E","-6.4",",E,17,","13.1",",,E,22,","17.2",",E,10,","842.1","E","385.7",",E","60.8",",,,E","5.9",",E","10.3",",,,E","1.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-01","0.0","E","0.0",",E","9",",E","4",",E","0",",E","11",",E","0",",E","0",",E","0",",E","-5.9",",E,24,","10.9",",,E,08,","15.9",",E,12,","1223.1","E","381.0",",E","26.6",",,,E","6.0",",E","10.5",",,,E","1.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-02","0.0","E","0.0",",E","6",",E","3",",E","0",",E","15",",E","0",",E","1",",E","0",",E","-3.1",",E,01,","7.0",",,E,19,","21.9",",E,25,","1515.3","E","292.2",",E","18.6",",,,E","7.9",",E","14.6",",,,E","1.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-03","0.0","E","0.0",",E","10",",E","4",",E","0",",E","2",",E","0",",E","4",",E","0",",E","-1.9",",E,03,","14.2",",,E,11,","22.0",",E,31,","1787.1","E","271.8",",E","38.0",",,,E","9.6",",E","14.8",",,,E","4.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-04","0.5","E","0.5",",E","8",",E","3",",E","0",",E","0",",E","0",",E","19",",E","0",",E","5.6",",E,18,","26.6",",,E,21,","28.2",",E,08,","1866.7","E","79.6",",E","46.5",",,,E","15.7",",E","22.5",",,,E","8.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-05","33.0","E","32.5",",E","10",",E","7",",E","0",",E","0",",E","0",",E","28",",E","0",",E","6.2",",E,15,","15.0",",,E,07,","31.8",",E,25,","1899.2","E","32.5",",E","54.3",",,,E","18.3",",E","25.2",",,,E","11.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-06","159.0","E","126.0",",E","3",",E","3",",E","0",",E","0",",E","0",",E","28",",E","12",",E","8.3",",E,01,","22.3",",,E,06,","37.5",",E,27,+","1913.7","E","14.5",",E","33.2",",,,E","22.1",",E","29.8",",,,E","14.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-07","343.3","E","184.3",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","16",",E","12.4",",E,08,","0.0",",,E,31,+","35.3",",E,29,+","0.0","E","0.0",",E","0.0",",,,E","24.3",",E","32.3",",,,E","16.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-08","553.3","E","210.0",",E","4",",E","1",",E","0",",E","0",",E","0",",E","31",",E","18",",E","9.1",",E,27,","4.5",",,E,12,","39.0",",E,20,","0.0","E","0.0",",E","7.3",",,,E","25.1",",E","33.1",",,,E","17.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-09","647.2","E","93.9",",E","2",",E","0",",E","0",",E","0",",E","0",",E","30",",E","8",",E","8.1",",E,19,","0.7",",,E,03,","34.8",",E,09,","1.1","E","1.1",",E","1.2",",,,E","21.4",",E","29.8",",,,E","13.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-10","661.5","E","14.3",",E","4",",E","4",",E","0",",E","0",",E","0",",E","24",",E","0",",E","1.9",",E,21,","18.4",",,E,27,","31.7",",E,13,","76.4","E","75.3",",E","36.3",",,,E","16.4",",E","24.5",",,,E","8.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-11","661.5","E","0.0",",E","11",",E","7",",E","0",",E","3",",E","0",",E","1",",E","0",",E","-0.3",",E,29,","12.0",",,E,19,","21.2",",E,12,","299.7","E","223.3",",E","49.6",",,,E","10.9",",E","15.3",",,,E","6.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2011-12","661.5","E","0.0",",E","3",",E","0",",E","0",",E","19",",E","0",",E","0",",E","0",",E","-3.9",",E,30,","1.1",",,E,10,","16.7",",E,21,","678.1","E","378.4",",E","3.1",",,,E","6.1",",E","12.0",",,,E","0.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-01","0.0","E","0.0",",E","2",",E","1",",E","0",",E","26",",E","0",",E","0",",E","0",",E","-4.1",",E,31,","3.6",",,E,16,","16.2",",E,09,","1078.2","E","400.1",",E","4.2",",,,E","5.4",",E","12.4",",,,E","-1.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-02","0.0","E","0.0",",E","1",",E","1",",E","0",",E","24",",E","0",",E","1",",E","0",",E","-7.4",",E,12,","2.8",",,E,01,","22.0",",E,26,","1461.5","E","383.3",",E","2.8",",,,E","5.1",",E","12.8",",,,E","-2.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-03","0.0","E","0.0",",E","2",",E","1",",E","0",",E","3",",E","0",",E","10",",E","0",",E","-2.0",",E,07,","9.3",",,E,20,","25.4",",E,14,","1710.4","E","248.9",",E","11.5",",,,E","10.3",",E","18.6",",,,E","2.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-04","0.0","E","0.0",",E","11",",E","6",",E","0",",E","0",",E","0",",E","2",",E","0",",E","0.8",",E,17,","7.0",",,E,03,","22.6",",E,01,","1917.5","E","207.1",",E","31.8",",,,E","11.4",",E","16.5",",,,E","6.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-05","65.5","E","65.5",",E","5",",E","3",",E","0",",E","0",",E","0",",E","21",",E","4",",E","3.4",",E,01,","8.6",",,E,03,","34.9",",E,31,","1979.1","E","61.6",",E","20.5",",,,E","18.5",",E","25.9",",,,E","11.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-06","232.7","E","167.2",",E","0",",E","0",",E","0",",E","0",",E","0",",E","30",",E","11",",E","10.1",",E,09,","0.0",",,E,30,+","39.9",",E,26,","1979.1","E","0.0",",E","0.0",",,,E","23.9",",E","31.3",",,,E","16.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-07","438.9","E","206.2",",E","2",",E","1",",E","0",",E","0",",E","0",",E","31",",E","22",",E","11.6",",E,02,","4.5",",,E,26,","38.1",",E,19,","0.0","E","0.0",",E","6.2",",,,E","25.0",",E","33.4",",,,E","16.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-08","671.0","E","232.1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","21",",E","12.6",",E,31,","0.0",",,E,31,+","40.9",",E,10,","0.0","E","0.0",",E","0.0",",,,E","25.8",",E","34.0",",,,E","17.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-09","764.3","E","93.3",",E","5",",E","3",",E","0",",E","0",",E","0",",E","24",",E","5",",E","7.8",",E,30,","26.4",",,E,28,","33.8",",E,16,+","21.7","E","21.7",",E","56.6",",,,E","20.7",",E","27.7",",,,E","13.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-10","775.5","E","11.2",",E","9",",E","5",",E","0",",E","1",",E","0",",E","13",",E","0",",E","-0.3",",E,29,","12.6",",,E,30,","28.6",",E,09,","149.0","E","127.3",",E","34.3",",,,E","14.6",",E","20.2",",,,E","9.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-11","775.5","E","0.0",",E","7",",E","5",",E","0",",E","2",",E","0",",E","0",",E","0",",E","-2.0",",E,28,","12.8",",,E,03,","19.5",",E,14,","414.9","E","265.9",",E","42.0",",,,E","9.5",",E","13.6",",,,E","5.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2012-12","775.5","E","0.0",",E","4",",E","0",",E","0",",E","13",",E","0",",E","0",",E","0",",E","-4.7",",E,02,","1.5",",,E,31,","15.1",",E,24,","799.5","E","384.6",",E","3.6",",,,E","5.9",",E","10.4",",,,E","1.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-01","0.0","E","0.0",",E","7",",E","3",",E","0",",E","11",",E","0",",E","0",",E","0",",E","-3.8",",E,06,","4.5",",,E,18,","18.1",",E,26,","1184.3","E","384.8",",E","14.0",",,,E","5.9",",E","10.6",",,,E","1.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-02","0.0","E","0.0",",E","8",",E","1",",E","0",",E","13",",E","0",",E","0",",E","0",",E","-2.9",",E,24,","2.8",",,E,22,","16.2",",E,05,","1523.4","E","339.1",",E","10.6",",,,E","6.2",",E","11.2",",,,E","1.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-03","0.0","E","0.0",",E","18",",E","9",",E","0",",E","4",",E","0",",E","0",",E","0",",E","-2.7",",E,02,","11.9",",,E,07,","17.6",",E,30,","1803.2","E","279.8",",E","78.8",",,,E","9.3",",E","13.6",",,,E","5.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-04","0.1","E","0.1",",E","7",",E","5",",E","0",",E","2",",E","0",",E","10",",E","0",",E","-1.8",",E,07,","9.6",",,E,28,","27.8",",E,17,","1997.6","E","194.4",",E","32.6",",,,E","11.9",",E","18.0",",,,E","5.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-05","3.6","E","3.5",",E","10",",E","4",",E","0",",E","0",",E","0",",E","17",",E","0",",E","1.9",",E,02,","6.3",",,E,17,","27.6",",E,13,","2128.7","E","131.1",",E","26.3",",,,E","14.2",",E","21.1",",,,E","7.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-06","101.3","E","97.7",",E","2",",E","0",",E","0",",E","0",",E","0",",E","29",",E","12",",E","7.9",",E,01,","1.7",",,E,05,","35.5",",E,16,","2143.1","E","14.4",",E","3.1",",,,E","21.1",",E","29.3",",,,E","12.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-07","361.8","E","260.5",",E","1",",E","0",",E","0",",E","0",",E","0",",E","31",",E","28",",E","11.6",",E,29,","0.5",",,E,09,","38.3",",E,08,","0.0","E","0.0",",E","0.5",",,,E","26.7",",E","35.1",",,,E","18.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-08","607.5","E","245.7",",E","2",",E","1",",E","0",",E","0",",E","0",",E","31",",E","24",",E","13.9",",E,30,+","6.3",",,E,28,","38.8",",E,11,","0.0","E","0.0",",E","7.4",",,,E","26.3",",E","34.8",",,,E","17.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-09","723.8","E","116.3",",E","4",",E","2",",E","0",",E","0",",E","0",",E","30",",E","5",",E","11.2",",E,12,","11.2",",,E,28,","33.9",",E,03,","0.0","E","0.0",",E","17.8",",,,E","22.2",",E","29.9",",,,E","14.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-10","733.8","E","10.0",",E","7",",E","5",",E","0",",E","0",",E","0",",E","22",",E","0",",E","1.3",",E,31,","16.6",",,E,24,","27.1",",E,18,","66.1","E","66.1",",E","42.4",",,,E","16.5",",E","22.7",",,,E","10.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-11","734.0","E","0.2",",E","2",",E","2",",E","0",",E","8",",E","0",",E","4",",E","0",",E","-4.6",",E,29,","9.9",",,E,17,","23.3",",E,05,","334.4","E","268.3",",E","12.8",",,,E","9.4",",E","15.1",",,,E","3.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2013-12","734.0","E","0.0",",E","6",",E","6",",E","0",",E","22",",E","0",",E","0",",E","0",",E","-5.0",",E,02,","18.2",",,E,24,","17.3",",E,04,","723.7","E","389.3",",E","47.0",",,,E","5.8",",E","12.3",",,,E","-0.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-01","0.0","E","0.0",",E","14",",E","11",",E","0",",E","2",",E","0",",E","0",",E","0",",E","-1.6",",E,21,","10.0",",,E,21,","17.2",",E,26,+","1037.6","E","313.9",",E","64.8",",,,E","8.2",",E","12.0",",,,E","4.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-02","0.0","E","0.0",",E","13",",E","5",",E","0",",E","5",",E","0",",E","0",",E","0",",E","-2.2",",E,03,","13.8",",,E,09,","17.4",",E,13,","1343.0","E","305.4",",E","41.6",",,,E","7.4",",E","12.1",",,,E","2.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-03","0.0","E","0.0",",E","3",",E","1",",E","0",",E","2",",E","0",",E","7",",E","0",",E","-0.6",",E,27,","13.9",",,E,29,","24.8",",E,18,","1564.0","E","221.0",",E","16.3",",,,E","11.2",",E","17.9",",,,E","4.5",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-04","6.1","E","6.1",",E","5",",E","4",",E","0",",E","0",",E","0",",E","18",",E","0",",E","7.0",",E,23,","12.4",",,E,02,","28.9",",E,17,","1635.5","E","71.5",",E","27.8",",,,E","16.1",",E","22.9",",,,E","9.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-05","32.6","E","26.5",",E","6",",E","2",",E","0",",E","0",",E","0",",E","27",",E","1",",E","6.0",",E,04,","3.0",",,E,20,","32.2",",E,10,","1668.2","E","32.7",",E","8.0",",,,E","18.1",",E","25.6",",,,E","10.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-06","156.2","E","123.6",",E","5",",E","1",",E","0",",E","0",",E","0",",E","30",",E","5",",E","9.7",",E,02,","9.6",",,E,11,","35.1",",E,13,","1668.2","E","0.0",",E","16.1",",,,E","22.4",",E","30.2",",,,E","14.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-07","357.0","E","200.8",",E","2",",E","2",",E","0",",E","0",",E","0",",E","31",",E","17",",E","10.0",",E,03,","20.1",",,E,03,","38.5",",E,16,","1.8","E","1.8",",E","26.8",",,,E","24.8",",E","32.6",",,,E","16.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-08","578.0","E","221.0",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","22",",E","14.4",",E,23,","0.0",",,E,31,+","35.8",",E,06,","1.8","E","0.0",",E","0.0",",,,E","25.5",",E","33.3",",,,E","17.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-09","689.4","E","111.4",",E","4",",E","2",",E","0",",E","0",",E","0",",E","30",",E","4",",E","10.7",",E,25,","9.9",",,E,21,","37.8",",E,02,","2.6","E","0.8",",E","17.1",",,,E","22.0",",E","28.7",",,,E","15.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-10","707.5","E","18.1",",E","7",",E","3",",E","0",",E","0",",E","0",",E","25",",E","0",",E","6.9",",E,23,","51.0",",,E,09,","29.1",",E,21,","31.3","E","28.7",",E","82.4",",,,E","18.0",",E","24.4",",,,E","11.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-11","707.5","E","0.0",",E","15",",E","9",",E","0",",E","0",",E","0",",E","1",",E","0",",E","0.1",",E,10,","30.6",",,E,25,","22.9",",E,01,","248.9","E","217.6",",E","103.1",",,,E","11.1",",E","15.4",",,,E","6.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2014-12","707.5","E","0.0",",E","3",",E","2",",E","0",",E","17",",E","0",",E","0",",E","0",",E","-5.3",",E,31,","15.4",",,E,13,","16.1",",E,01,","610.2","E","361.3",",E","21.9",",,,E","6.7",",E","12.6",",,,E","0.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-01","0.0","E","0.0",",E","4",",E","3",",E","0",",E","26",",E","0",",E","0",",E","0",",E","-5.5",",E,01,","8.1",",,E,18,","17.8",",E,30,","1007.1","E","396.9",",E","18.4",",,,E","5.5",",E","12.2",",,,E","-1.2",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-02","0.0","E","0.0",",E","5",",E","4",",E","0",",E","7",",E","0",",E","0",",E","0",",E","-4.5",",E,08,","6.4",",,E,16,","17.0",",E,28,","1328.9","E","321.8",",E","19.4",",,,E","6.8",",E","11.7",",,,E","1.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-03","0.0","E","0.0",",E","6",",E","4",",E","0",",E","5",",E","0",",E","10",",E","0",",E","-2.3",",E,16,","21.1",",,E,23,","27.1",",E,31,","1564.8","E","235.9",",E","46.6",",,,E","10.7",",E","17.6",",,,E","3.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-04","0.0","E","0.0",",E","5",",E","4",",E","0",",E","0",",E","0",",E","16",",E","0",",E","3.4",",E,02,","19.4",",,E,15,","25.2",",E,02,","1686.0","E","121.2",",E","44.8",",,,E","14.3",",E","21.0",",,,E","7.6",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-05","62.3","E","62.3",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","4",",E","5.6",",E,20,","0.0",",,E,31,+","36.5",",E,13,","1710.6","E","24.6",",E","0.0",",,,E","19.6",",E","27.6",",,,E","11.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-06","231.8","E","169.5",",E","6",",E","5",",E","0",",E","0",",E","0",",E","30",",E","18",",E","11.3",",E,16,","24.7",",,E,11,","40.0",",E,29,","1712.5","E","1.9",",E","49.6",",,,E","23.9",",E","31.7",",,,E","16.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-07","560.0","E","328.2",",E","1",",E","0",",E","0",",E","0",",E","0",",E","31",",E","30",",E","18.6",",E,24,+","0.3",",,E,17,","40.5",",E,06,","0.0","E","0.0",",E","0.3",",,,E","28.9",",E","37.1",",,,E","20.8",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-08","781.5","E","221.5",",E","2",",E","1",",E","0",",E","0",",E","0",",E","31",",E","22",",E","11.9",",E,25,","9.2",",,E,30,","38.3",",E,06,","0.0","E","0.0",",E","11.2",",,,E","25.5",",E","33.0",",,,E","18.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-09","844.7","E","63.2",",E","2",",E","1",",E","0",",E","0",",E","0",",E","30",",E","0",",E","7.6",",E,18,","15.3",",,E,16,","30.7",",E,02,","5.8","E","5.8",",E","16.3",",,,E","20.2",",E","27.4",",,,E","13.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-10","849.4","E","4.7",",E","9",",E","4",",E","0",",E","0",",E","0",",E","18",",E","0",",E","3.5",",E,15,","20.1",",,E,05,","26.0",",E,01,","93.4","E","87.6",",E","57.3",",,,E","15.7",",E","21.3",",,,E","10.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-11","849.4","E","0.0",",E","2",",E","2",",E","0",",E","3",",E","0",",E","10",",E","0",",E","-2.6",",E,30,","18.1",",,E,01,","23.5",",E,07,","292.5","E","199.1",",E","29.1",",,,E","11.7",",E","18.4",",,,E","5.0",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2015-12","849.4","E","0.0",",E","3",",E","1",",E","0",",E","8",",E","0",",E","0",",E","0",",E","-3.5",",E,01,","3.3",",,E,28,","19.1",",E,05,","599.9","E","307.4",",E","4.2",",,,E","8.4",",E","14.7",",,,E","2.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-01","0.0","E","0.0",",E","8",",E","3",",E","0",",E","5",",E","0",",E","0",",E","0",",E","-4.1",",E,17,","12.0",",,E,10,","19.5",",E,24,","914.9","E","315.0",",E","28.9",",,,E","8.2",",E","12.2",",,,E","4.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-02","0.0","E","0.0",",E","8",",E","4",",E","0",",E","7",",E","0",",E","0",",E","0",",E","-5.5",",E,17,","11.3",",,E,06,","17.7",",E,01,","1212.0","E","297.1",",E","31.8",",,,E","8.1",",E","13.1",",,,E","3.1",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-03","0.0","E","0.0",",E","9",",E","3",",E","0",",E","8",",E","0",",E","1",",E","0",",E","-2.2",",E,12,","31.4",",,E,21,","22.4",",E,30,","1501.7","E","289.7",",E","57.7",",,,E","9.0",",E","15.5",",,,E","2.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-04","0.0","E","0.0",",E","15",",E","8",",E","0",",E","1",",E","0",",E","4",",E","0",",E","-0.2",",E,02,","30.2",",,E,19,","22.5",",E,26,","1694.8","E","193.1",",E","120.1",",,,E","11.9",",E","17.5",",,,E","6.3",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-05","3.8","E","3.8",",E","10",",E","7",",E","0",",E","0",",E","0",",E","18",",E","0",",E","2.6",",E,02,","18.9",",,E,06,","28.3",",E,20,","1784.1","E","89.3",",E","70.9",",,,E","15.6",",E","21.8",",,,E","9.4",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-06","130.5","E","126.7","1,E","0",",E","0",",E","0","1,E","0","1,E","0","1,E","29","1,E","14","1,E","7.7","1,E,02,","0.2",",,E,15,","36.5","1,E,28,","1788.9","E","4.8","1,E","0.5",",,,E","22.5","1,E","30.8","1,,,E","14.3","1,,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-07","401.7","E","271.2",",E","2",",E","1",",E","0",",E","0",",E","0",",E","31",",E","26",",E","12.5",",E,14,","4.9",",,E,05,","38.7",",E,19,","0.0","E","0.0",",E","7.2",",,,E","27.1",",E","35.5",",,,E","18.7",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-08","647.8","E","246.1",",E","0",",E","0",",E","0",",E","0",",E","0",",E","31",",E","29",",E","15.1",",E,11,","0.0",",,E,31,+","38.0",",E,03,","0.0","E","0.0",",E","0.0",",,,E","26.3",",E","34.6",",,,E","17.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-09","762.8","E","115.0",",E","1",",E","1",",E","0",",E","0",",E","0",",E","28",",E","11",",E","9.0",",E,19,","5.9",",,E,13,","39.5",",E,06,","8.5","E","8.5",",E","5.9",",,,E","21.9",",E","29.8",",,,E","13.9",",,,E"
"SPE00120278","MADRID BARAJAS, SP","40.4667","-3.5556","609.0","2016-10","770.7","E","7.9",",E","7","1,E","5","1,E","0",",E","0",",E","0",",E","17",",E","0",",E","3.3",",E,31,","13.4","1,,E,12,","29.0",",E,06,","77.2","E","68.7",",E","47.8","1,,,E","16.4",",E","22.7",",,,E","10.0",",,,E"
